entrancename,day,month,year,endtime_date,day_name,day_type,entervalue,load_timestamp,business_date
Lift,11,1,2019,2019-01-11 00:00:00.000000,Fri,Weekday,461,2024-10-30 08:51:59.000000,2024-10-30
A1,12,1,2019,2019-01-12 00:00:00.000000,Sat,Weekend,823,2024-10-30 08:51:59.000000,2024-10-30
B1,12,1,2019,2019-01-12 00:00:00.000000,Sat,Weekend,1086,2024-10-30 08:51:59.000000,2024-10-30
Bridge,12,1,2019,2019-01-12 00:00:00.000000,Sat,Weekend,2988,2024-10-30 08:51:59.000000,2024-10-30
Gate1,12,1,2019,2019-01-12 00:00:00.000000,Sat,Weekend,2926,2024-10-30 08:51:59.000000,2024-10-30
Gate2,12,1,2019,2019-01-12 00:00:00.000000,Sat,Weekend,1014,2024-10-30 08:51:59.000000,2024-10-30
Gate3,12,1,2019,2019-01-12 00:00:00.000000,Sat,Weekend,2454,2024-10-30 08:51:59.000000,2024-10-30
Lift,12,1,2019,2019-01-12 00:00:00.000000,Sat,Weekend,744,2024-10-30 08:51:59.000000,2024-10-30
A1,13,1,2019,2019-01-13 00:00:00.000000,Sun,Weekend,896,2024-10-30 08:51:59.000000,2024-10-30
B1,13,1,2019,2019-01-13 00:00:00.000000,Sun,Weekend,1122,2024-10-30 08:51:59.000000,2024-10-30
Bridge,13,1,2019,2019-01-13 00:00:00.000000,Sun,Weekend,2617,2024-10-30 08:51:59.000000,2024-10-30
Gate1,13,1,2019,2019-01-13 00:00:00.000000,Sun,Weekend,2993,2024-10-30 08:51:59.000000,2024-10-30
Gate2,13,1,2019,2019-01-13 00:00:00.000000,Sun,Weekend,863,2024-10-30 08:51:59.000000,2024-10-30
Gate3,13,1,2019,2019-01-13 00:00:00.000000,Sun,Weekend,2121,2024-10-30 08:51:59.000000,2024-10-30
Lift,13,1,2019,2019-01-13 00:00:00.000000,Sun,Weekend,639,2024-10-30 08:51:59.000000,2024-10-30
A1,14,1,2019,2019-01-14 00:00:00.000000,Mon,Weekday,229,2024-10-30 08:51:59.000000,2024-10-30
B1,14,1,2019,2019-01-14 00:00:00.000000,Mon,Weekday,471,2024-10-30 08:51:59.000000,2024-10-30
Bridge,14,1,2019,2019-01-14 00:00:00.000000,Mon,Weekday,1639,2024-10-30 08:51:59.000000,2024-10-30
Gate1,14,1,2019,2019-01-14 00:00:00.000000,Mon,Weekday,781,2024-10-30 08:51:59.000000,2024-10-30
Gate2,14,1,2019,2019-01-14 00:00:00.000000,Mon,Weekday,543,2024-10-30 08:51:59.000000,2024-10-30
Gate3,14,1,2019,2019-01-14 00:00:00.000000,Mon,Weekday,1418,2024-10-30 08:51:59.000000,2024-10-30
Lift,14,1,2019,2019-01-14 00:00:00.000000,Mon,Weekday,367,2024-10-30 08:51:59.000000,2024-10-30
A1,15,1,2019,2019-01-15 00:00:00.000000,Tue,Weekday,259,2024-10-30 08:51:59.000000,2024-10-30
B1,15,1,2019,2019-01-15 00:00:00.000000,Tue,Weekday,541,2024-10-30 08:51:59.000000,2024-10-30
Bridge,15,1,2019,2019-01-15 00:00:00.000000,Tue,Weekday,2073,2024-10-30 08:51:59.000000,2024-10-30
Gate1,15,1,2019,2019-01-15 00:00:00.000000,Tue,Weekday,949,2024-10-30 08:51:59.000000,2024-10-30
Gate2,15,1,2019,2019-01-15 00:00:00.000000,Tue,Weekday,524,2024-10-30 08:51:59.000000,2024-10-30
Gate3,15,1,2019,2019-01-15 00:00:00.000000,Tue,Weekday,1640,2024-10-30 08:51:59.000000,2024-10-30
Lift,15,1,2019,2019-01-15 00:00:00.000000,Tue,Weekday,432,2024-10-30 08:51:59.000000,2024-10-30
A1,16,1,2019,2019-01-16 00:00:00.000000,Wed,Weekday,309,2024-10-30 08:51:59.000000,2024-10-30
B1,16,1,2019,2019-01-16 00:00:00.000000,Wed,Weekday,516,2024-10-30 08:51:59.000000,2024-10-30
Bridge,16,1,2019,2019-01-16 00:00:00.000000,Wed,Weekday,2258,2024-10-30 08:51:59.000000,2024-10-30
Gate1,16,1,2019,2019-01-16 00:00:00.000000,Wed,Weekday,764,2024-10-30 08:51:59.000000,2024-10-30
Gate2,16,1,2019,2019-01-16 00:00:00.000000,Wed,Weekday,478,2024-10-30 08:51:59.000000,2024-10-30
Gate3,16,1,2019,2019-01-16 00:00:00.000000,Wed,Weekday,1927,2024-10-30 08:51:59.000000,2024-10-30
Lift,16,1,2019,2019-01-16 00:00:00.000000,Wed,Weekday,559,2024-10-30 08:51:59.000000,2024-10-30
A1,17,1,2019,2019-01-17 00:00:00.000000,Thu,Weekday,242,2024-10-30 08:51:59.000000,2024-10-30
B1,17,1,2019,2019-01-17 00:00:00.000000,Thu,Weekday,472,2024-10-30 08:51:59.000000,2024-10-30
Bridge,17,1,2019,2019-01-17 00:00:00.000000,Thu,Weekday,2043,2024-10-30 08:51:59.000000,2024-10-30
Gate1,17,1,2019,2019-01-17 00:00:00.000000,Thu,Weekday,791,2024-10-30 08:51:59.000000,2024-10-30
Gate2,17,1,2019,2019-01-17 00:00:00.000000,Thu,Weekday,462,2024-10-30 08:51:59.000000,2024-10-30
Gate3,17,1,2019,2019-01-17 00:00:00.000000,Thu,Weekday,1543,2024-10-30 08:51:59.000000,2024-10-30
Lift,17,1,2019,2019-01-17 00:00:00.000000,Thu,Weekday,407,2024-10-30 08:51:59.000000,2024-10-30
A1,18,1,2019,2019-01-18 00:00:00.000000,Fri,Weekday,259,2024-10-30 08:51:59.000000,2024-10-30
B1,18,1,2019,2019-01-18 00:00:00.000000,Fri,Weekday,627,2024-10-30 08:51:59.000000,2024-10-30
Bridge,18,1,2019,2019-01-18 00:00:00.000000,Fri,Weekday,2008,2024-10-30 08:51:59.000000,2024-10-30
Gate1,18,1,2019,2019-01-18 00:00:00.000000,Fri,Weekday,1085,2024-10-30 08:51:59.000000,2024-10-30
Gate2,18,1,2019,2019-01-18 00:00:00.000000,Fri,Weekday,470,2024-10-30 08:51:59.000000,2024-10-30
Gate3,18,1,2019,2019-01-18 00:00:00.000000,Fri,Weekday,1686,2024-10-30 08:51:59.000000,2024-10-30
Lift,18,1,2019,2019-01-18 00:00:00.000000,Fri,Weekday,433,2024-10-30 08:51:59.000000,2024-10-30
A1,19,1,2019,2019-01-19 00:00:00.000000,Sat,Weekend,908,2024-10-30 08:51:59.000000,2024-10-30
B1,19,1,2019,2019-01-19 00:00:00.000000,Sat,Weekend,1026,2024-10-30 08:51:59.000000,2024-10-30
Bridge,19,1,2019,2019-01-19 00:00:00.000000,Sat,Weekend,3420,2024-10-30 08:51:59.000000,2024-10-30
Gate1,19,1,2019,2019-01-19 00:00:00.000000,Sat,Weekend,2964,2024-10-30 08:51:59.000000,2024-10-30
Gate2,19,1,2019,2019-01-19 00:00:00.000000,Sat,Weekend,958,2024-10-30 08:51:59.000000,2024-10-30
Gate3,19,1,2019,2019-01-19 00:00:00.000000,Sat,Weekend,2466,2024-10-30 08:51:59.000000,2024-10-30
Lift,19,1,2019,2019-01-19 00:00:00.000000,Sat,Weekend,667,2024-10-30 08:51:59.000000,2024-10-30
A1,20,1,2019,2019-01-20 00:00:00.000000,Sun,Weekend,924,2024-10-30 08:51:59.000000,2024-10-30
B1,20,1,2019,2019-01-20 00:00:00.000000,Sun,Weekend,1165,2024-10-30 08:51:59.000000,2024-10-30
Bridge,20,1,2019,2019-01-20 00:00:00.000000,Sun,Weekend,2829,2024-10-30 08:51:59.000000,2024-10-30
Gate1,20,1,2019,2019-01-20 00:00:00.000000,Sun,Weekend,3003,2024-10-30 08:51:59.000000,2024-10-30
Gate2,20,1,2019,2019-01-20 00:00:00.000000,Sun,Weekend,987,2024-10-30 08:51:59.000000,2024-10-30
Gate3,20,1,2019,2019-01-20 00:00:00.000000,Sun,Weekend,2069,2024-10-30 08:51:59.000000,2024-10-30
Lift,20,1,2019,2019-01-20 00:00:00.000000,Sun,Weekend,579,2024-10-30 08:51:59.000000,2024-10-30
A1,21,1,2019,2019-01-21 00:00:00.000000,Mon,Weekday,212,2024-10-30 08:51:59.000000,2024-10-30
B1,21,1,2019,2019-01-21 00:00:00.000000,Mon,Weekday,466,2024-10-30 08:51:59.000000,2024-10-30
Bridge,21,1,2019,2019-01-21 00:00:00.000000,Mon,Weekday,1606,2024-10-30 08:51:59.000000,2024-10-30
Gate1,21,1,2019,2019-01-21 00:00:00.000000,Mon,Weekday,817,2024-10-30 08:51:59.000000,2024-10-30
Gate2,21,1,2019,2019-01-21 00:00:00.000000,Mon,Weekday,424,2024-10-30 08:51:59.000000,2024-10-30
Gate3,21,1,2019,2019-01-21 00:00:00.000000,Mon,Weekday,1392,2024-10-30 08:51:59.000000,2024-10-30
Lift,21,1,2019,2019-01-21 00:00:00.000000,Mon,Weekday,369,2024-10-30 08:51:59.000000,2024-10-30
A1,22,1,2019,2019-01-22 00:00:00.000000,Tue,Weekday,239,2024-10-30 08:51:59.000000,2024-10-30
B1,22,1,2019,2019-01-22 00:00:00.000000,Tue,Weekday,467,2024-10-30 08:51:59.000000,2024-10-30
Bridge,22,1,2019,2019-01-22 00:00:00.000000,Tue,Weekday,1732,2024-10-30 08:51:59.000000,2024-10-30
Gate1,22,1,2019,2019-01-22 00:00:00.000000,Tue,Weekday,782,2024-10-30 08:51:59.000000,2024-10-30
Gate2,22,1,2019,2019-01-22 00:00:00.000000,Tue,Weekday,468,2024-10-30 08:51:59.000000,2024-10-30
Gate3,22,1,2019,2019-01-22 00:00:00.000000,Tue,Weekday,1487,2024-10-30 08:51:59.000000,2024-10-30
Lift,22,1,2019,2019-01-22 00:00:00.000000,Tue,Weekday,424,2024-10-30 08:51:59.000000,2024-10-30
A1,23,1,2019,2019-01-23 00:00:00.000000,Wed,Weekday,252,2024-10-30 08:51:59.000000,2024-10-30
B1,23,1,2019,2019-01-23 00:00:00.000000,Wed,Weekday,526,2024-10-30 08:51:59.000000,2024-10-30
Bridge,23,1,2019,2019-01-23 00:00:00.000000,Wed,Weekday,1689,2024-10-30 08:51:59.000000,2024-10-30
Gate1,23,1,2019,2019-01-23 00:00:00.000000,Wed,Weekday,785,2024-10-30 08:51:59.000000,2024-10-30
Gate2,23,1,2019,2019-01-23 00:00:00.000000,Wed,Weekday,456,2024-10-30 08:51:59.000000,2024-10-30
Gate3,23,1,2019,2019-01-23 00:00:00.000000,Wed,Weekday,1538,2024-10-30 08:51:59.000000,2024-10-30
Lift,23,1,2019,2019-01-23 00:00:00.000000,Wed,Weekday,440,2024-10-30 08:51:59.000000,2024-10-30
A1,24,1,2019,2019-01-24 00:00:00.000000,Thu,Weekday,260,2024-10-30 08:51:59.000000,2024-10-30
B1,24,1,2019,2019-01-24 00:00:00.000000,Thu,Weekday,441,2024-10-30 08:51:59.000000,2024-10-30
Bridge,24,1,2019,2019-01-24 00:00:00.000000,Thu,Weekday,2004,2024-10-30 08:51:59.000000,2024-10-30
Gate1,24,1,2019,2019-01-24 00:00:00.000000,Thu,Weekday,707,2024-10-30 08:51:59.000000,2024-10-30
Gate2,24,1,2019,2019-01-24 00:00:00.000000,Thu,Weekday,485,2024-10-30 08:51:59.000000,2024-10-30
Gate3,24,1,2019,2019-01-24 00:00:00.000000,Thu,Weekday,1538,2024-10-30 08:51:59.000000,2024-10-30
Lift,24,1,2019,2019-01-24 00:00:00.000000,Thu,Weekday,441,2024-10-30 08:51:59.000000,2024-10-30
A1,25,1,2019,2019-01-25 00:00:00.000000,Fri,Weekday,232,2024-10-30 08:51:59.000000,2024-10-30
B1,25,1,2019,2019-01-25 00:00:00.000000,Fri,Weekday,498,2024-10-30 08:51:59.000000,2024-10-30
Bridge,25,1,2019,2019-01-25 00:00:00.000000,Fri,Weekday,1929,2024-10-30 08:51:59.000000,2024-10-30
Gate1,25,1,2019,2019-01-25 00:00:00.000000,Fri,Weekday,756,2024-10-30 08:51:59.000000,2024-10-30
Gate2,25,1,2019,2019-01-25 00:00:00.000000,Fri,Weekday,428,2024-10-30 08:51:59.000000,2024-10-30
Gate3,25,1,2019,2019-01-25 00:00:00.000000,Fri,Weekday,1645,2024-10-30 08:51:59.000000,2024-10-30
Lift,25,1,2019,2019-01-25 00:00:00.000000,Fri,Weekday,423,2024-10-30 08:51:59.000000,2024-10-30
A1,26,1,2019,2019-01-26 00:00:00.000000,Sat,Weekend,908,2024-10-30 08:51:59.000000,2024-10-30
B1,26,1,2019,2019-01-26 00:00:00.000000,Sat,Weekend,1089,2024-10-30 08:51:59.000000,2024-10-30
Bridge,26,1,2019,2019-01-26 00:00:00.000000,Sat,Weekend,3173,2024-10-30 08:51:59.000000,2024-10-30
Gate1,26,1,2019,2019-01-26 00:00:00.000000,Sat,Weekend,2927,2024-10-30 08:51:59.000000,2024-10-30
Gate2,26,1,2019,2019-01-26 00:00:00.000000,Sat,Weekend,849,2024-10-30 08:51:59.000000,2024-10-30
Gate3,26,1,2019,2019-01-26 00:00:00.000000,Sat,Weekend,2536,2024-10-30 08:51:59.000000,2024-10-30
Lift,26,1,2019,2019-01-26 00:00:00.000000,Sat,Weekend,693,2024-10-30 08:51:59.000000,2024-10-30
A1,27,1,2019,2019-01-27 00:00:00.000000,Sun,Weekend,839,2024-10-30 08:51:59.000000,2024-10-30
B1,27,1,2019,2019-01-27 00:00:00.000000,Sun,Weekend,1130,2024-10-30 08:51:59.000000,2024-10-30
Bridge,27,1,2019,2019-01-27 00:00:00.000000,Sun,Weekend,2624,2024-10-30 08:51:59.000000,2024-10-30
Gate1,27,1,2019,2019-01-27 00:00:00.000000,Sun,Weekend,2759,2024-10-30 08:51:59.000000,2024-10-30
Gate2,27,1,2019,2019-01-27 00:00:00.000000,Sun,Weekend,859,2024-10-30 08:51:59.000000,2024-10-30
Gate3,27,1,2019,2019-01-27 00:00:00.000000,Sun,Weekend,2031,2024-10-30 08:51:59.000000,2024-10-30
Lift,27,1,2019,2019-01-27 00:00:00.000000,Sun,Weekend,660,2024-10-30 08:51:59.000000,2024-10-30
A1,28,1,2019,2019-01-28 00:00:00.000000,Mon,Weekday,221,2024-10-30 08:51:59.000000,2024-10-30
B1,28,1,2019,2019-01-28 00:00:00.000000,Mon,Weekday,387,2024-10-30 08:51:59.000000,2024-10-30
Bridge,28,1,2019,2019-01-28 00:00:00.000000,Mon,Weekday,1827,2024-10-30 08:51:59.000000,2024-10-30
Gate1,28,1,2019,2019-01-28 00:00:00.000000,Mon,Weekday,628,2024-10-30 08:51:59.000000,2024-10-30
Gate2,28,1,2019,2019-01-28 00:00:00.000000,Mon,Weekday,436,2024-10-30 08:51:59.000000,2024-10-30
Gate3,28,1,2019,2019-01-28 00:00:00.000000,Mon,Weekday,1447,2024-10-30 08:51:59.000000,2024-10-30
Lift,28,1,2019,2019-01-28 00:00:00.000000,Mon,Weekday,380,2024-10-30 08:51:59.000000,2024-10-30
A1,29,1,2019,2019-01-29 00:00:00.000000,Tue,Weekday,277,2024-10-30 08:51:59.000000,2024-10-30
B1,29,1,2019,2019-01-29 00:00:00.000000,Tue,Weekday,511,2024-10-30 08:51:59.000000,2024-10-30
Bridge,29,1,2019,2019-01-29 00:00:00.000000,Tue,Weekday,2065,2024-10-30 08:51:59.000000,2024-10-30
Gate1,29,1,2019,2019-01-29 00:00:00.000000,Tue,Weekday,914,2024-10-30 08:51:59.000000,2024-10-30
Gate2,29,1,2019,2019-01-29 00:00:00.000000,Tue,Weekday,443,2024-10-30 08:51:59.000000,2024-10-30
Gate3,29,1,2019,2019-01-29 00:00:00.000000,Tue,Weekday,1641,2024-10-30 08:51:59.000000,2024-10-30
Lift,29,1,2019,2019-01-29 00:00:00.000000,Tue,Weekday,433,2024-10-30 08:51:59.000000,2024-10-30
A1,30,1,2019,2019-01-30 00:00:00.000000,Wed,Weekday,283,2024-10-30 08:51:59.000000,2024-10-30
B1,30,1,2019,2019-01-30 00:00:00.000000,Wed,Weekday,526,2024-10-30 08:51:59.000000,2024-10-30
Bridge,30,1,2019,2019-01-30 00:00:00.000000,Wed,Weekday,2084,2024-10-30 08:51:59.000000,2024-10-30
Gate1,30,1,2019,2019-01-30 00:00:00.000000,Wed,Weekday,710,2024-10-30 08:51:59.000000,2024-10-30
Gate2,30,1,2019,2019-01-30 00:00:00.000000,Wed,Weekday,446,2024-10-30 08:51:59.000000,2024-10-30
Gate3,30,1,2019,2019-01-30 00:00:00.000000,Wed,Weekday,1549,2024-10-30 08:51:59.000000,2024-10-30
Lift,30,1,2019,2019-01-30 00:00:00.000000,Wed,Weekday,424,2024-10-30 08:51:59.000000,2024-10-30
A1,31,1,2019,2019-01-31 00:00:00.000000,Thu,Weekday,332,2024-10-30 08:51:59.000000,2024-10-30
B1,31,1,2019,2019-01-31 00:00:00.000000,Thu,Weekday,597,2024-10-30 08:51:59.000000,2024-10-30
Bridge,31,1,2019,2019-01-31 00:00:00.000000,Thu,Weekday,2896,2024-10-30 08:51:59.000000,2024-10-30
Gate1,31,1,2019,2019-01-31 00:00:00.000000,Thu,Weekday,684,2024-10-30 08:51:59.000000,2024-10-30
Gate2,31,1,2019,2019-01-31 00:00:00.000000,Thu,Weekday,628,2024-10-30 08:51:59.000000,2024-10-30
Gate3,31,1,2019,2019-01-31 00:00:00.000000,Thu,Weekday,1811,2024-10-30 08:51:59.000000,2024-10-30
Lift,31,1,2019,2019-01-31 00:00:00.000000,Thu,Weekday,466,2024-10-30 08:51:59.000000,2024-10-30
A1,1,2,2019,2019-02-01 00:00:00.000000,Fri,Weekday,301,2024-10-30 08:51:59.000000,2024-10-30
B1,1,2,2019,2019-02-01 00:00:00.000000,Fri,Weekday,545,2024-10-30 08:51:59.000000,2024-10-30
Bridge,1,2,2019,2019-02-01 00:00:00.000000,Fri,Weekday,2010,2024-10-30 08:51:59.000000,2024-10-30
Gate1,1,2,2019,2019-02-01 00:00:00.000000,Fri,Weekday,728,2024-10-30 08:51:59.000000,2024-10-30
Gate2,1,2,2019,2019-02-01 00:00:00.000000,Fri,Weekday,813,2024-10-30 08:51:59.000000,2024-10-30
Gate3,1,2,2019,2019-02-01 00:00:00.000000,Fri,Weekday,1792,2024-10-30 08:51:59.000000,2024-10-30
Lift,1,2,2019,2019-02-01 00:00:00.000000,Fri,Weekday,419,2024-10-30 08:51:59.000000,2024-10-30
A1,2,2,2019,2019-02-02 00:00:00.000000,Sat,Weekend,822,2024-10-30 08:51:59.000000,2024-10-30
B1,2,2,2019,2019-02-02 00:00:00.000000,Sat,Weekend,1031,2024-10-30 08:51:59.000000,2024-10-30
Bridge,2,2,2019,2019-02-02 00:00:00.000000,Sat,Weekend,2683,2024-10-30 08:51:59.000000,2024-10-30
Gate1,2,2,2019,2019-02-02 00:00:00.000000,Sat,Weekend,2542,2024-10-30 08:51:59.000000,2024-10-30
Gate2,2,2,2019,2019-02-02 00:00:00.000000,Sat,Weekend,910,2024-10-30 08:51:59.000000,2024-10-30
Gate3,2,2,2019,2019-02-02 00:00:00.000000,Sat,Weekend,2043,2024-10-30 08:51:59.000000,2024-10-30
Lift,2,2,2019,2019-02-02 00:00:00.000000,Sat,Weekend,630,2024-10-30 08:51:59.000000,2024-10-30
A1,3,2,2019,2019-02-03 00:00:00.000000,Sun,Weekend,938,2024-10-30 08:51:59.000000,2024-10-30
B1,3,2,2019,2019-02-03 00:00:00.000000,Sun,Weekend,1110,2024-10-30 08:51:59.000000,2024-10-30
Bridge,3,2,2019,2019-02-03 00:00:00.000000,Sun,Weekend,2257,2024-10-30 08:51:59.000000,2024-10-30
Gate1,3,2,2019,2019-02-03 00:00:00.000000,Sun,Weekend,2650,2024-10-30 08:51:59.000000,2024-10-30
Gate2,3,2,2019,2019-02-03 00:00:00.000000,Sun,Weekend,1034,2024-10-30 08:51:59.000000,2024-10-30
Gate3,3,2,2019,2019-02-03 00:00:00.000000,Sun,Weekend,1845,2024-10-30 08:51:59.000000,2024-10-30
Lift,3,2,2019,2019-02-03 00:00:00.000000,Sun,Weekend,560,2024-10-30 08:51:59.000000,2024-10-30
A1,4,2,2019,2019-02-04 00:00:00.000000,Mon,Weekday,174,2024-10-30 08:51:59.000000,2024-10-30
B1,4,2,2019,2019-02-04 00:00:00.000000,Mon,Weekday,460,2024-10-30 08:51:59.000000,2024-10-30
Bridge,4,2,2019,2019-02-04 00:00:00.000000,Mon,Weekday,1338,2024-10-30 08:51:59.000000,2024-10-30
Gate1,4,2,2019,2019-02-04 00:00:00.000000,Mon,Weekday,616,2024-10-30 08:51:59.000000,2024-10-30
Gate2,4,2,2019,2019-02-04 00:00:00.000000,Mon,Weekday,488,2024-10-30 08:51:59.000000,2024-10-30
Gate3,4,2,2019,2019-02-04 00:00:00.000000,Mon,Weekday,1357,2024-10-30 08:51:59.000000,2024-10-30
Lift,4,2,2019,2019-02-04 00:00:00.000000,Mon,Weekday,348,2024-10-30 08:51:59.000000,2024-10-30
A1,5,2,2019,2019-02-05 00:00:00.000000,Tue,Weekday,285,2024-10-30 08:51:59.000000,2024-10-30
B1,5,2,2019,2019-02-05 00:00:00.000000,Tue,Weekday,541,2024-10-30 08:51:59.000000,2024-10-30
Bridge,5,2,2019,2019-02-05 00:00:00.000000,Tue,Weekday,1855,2024-10-30 08:51:59.000000,2024-10-30
Gate1,5,2,2019,2019-02-05 00:00:00.000000,Tue,Weekday,691,2024-10-30 08:51:59.000000,2024-10-30
Gate2,5,2,2019,2019-02-05 00:00:00.000000,Tue,Weekday,517,2024-10-30 08:51:59.000000,2024-10-30
Gate3,5,2,2019,2019-02-05 00:00:00.000000,Tue,Weekday,1611,2024-10-30 08:51:59.000000,2024-10-30
Lift,5,2,2019,2019-02-05 00:00:00.000000,Tue,Weekday,446,2024-10-30 08:51:59.000000,2024-10-30
A1,6,2,2019,2019-02-06 00:00:00.000000,Wed,Weekday,231,2024-10-30 08:51:59.000000,2024-10-30
B1,6,2,2019,2019-02-06 00:00:00.000000,Wed,Weekday,542,2024-10-30 08:51:59.000000,2024-10-30
Bridge,6,2,2019,2019-02-06 00:00:00.000000,Wed,Weekday,1651,2024-10-30 08:51:59.000000,2024-10-30
Gate1,6,2,2019,2019-02-06 00:00:00.000000,Wed,Weekday,706,2024-10-30 08:51:59.000000,2024-10-30
Gate2,6,2,2019,2019-02-06 00:00:00.000000,Wed,Weekday,443,2024-10-30 08:51:59.000000,2024-10-30
Gate3,6,2,2019,2019-02-06 00:00:00.000000,Wed,Weekday,1460,2024-10-30 08:51:59.000000,2024-10-30
Lift,6,2,2019,2019-02-06 00:00:00.000000,Wed,Weekday,368,2024-10-30 08:51:59.000000,2024-10-30
A1,7,2,2019,2019-02-07 00:00:00.000000,Thu,Weekday,258,2024-10-30 08:51:59.000000,2024-10-30
B1,7,2,2019,2019-02-07 00:00:00.000000,Thu,Weekday,558,2024-10-30 08:51:59.000000,2024-10-30
Bridge,7,2,2019,2019-02-07 00:00:00.000000,Thu,Weekday,1586,2024-10-30 08:51:59.000000,2024-10-30
Gate1,7,2,2019,2019-02-07 00:00:00.000000,Thu,Weekday,785,2024-10-30 08:51:59.000000,2024-10-30
Gate2,7,2,2019,2019-02-07 00:00:00.000000,Thu,Weekday,545,2024-10-30 08:51:59.000000,2024-10-30
Gate3,7,2,2019,2019-02-07 00:00:00.000000,Thu,Weekday,1492,2024-10-30 08:51:59.000000,2024-10-30
Lift,7,2,2019,2019-02-07 00:00:00.000000,Thu,Weekday,417,2024-10-30 08:51:59.000000,2024-10-30
A1,8,2,2019,2019-02-08 00:00:00.000000,Fri,Weekday,296,2024-10-30 08:51:59.000000,2024-10-30
B1,8,2,2019,2019-02-08 00:00:00.000000,Fri,Weekday,519,2024-10-30 08:51:59.000000,2024-10-30
Bridge,8,2,2019,2019-02-08 00:00:00.000000,Fri,Weekday,1606,2024-10-30 08:51:59.000000,2024-10-30
Gate1,8,2,2019,2019-02-08 00:00:00.000000,Fri,Weekday,862,2024-10-30 08:51:59.000000,2024-10-30
Gate2,8,2,2019,2019-02-08 00:00:00.000000,Fri,Weekday,545,2024-10-30 08:51:59.000000,2024-10-30
Gate3,8,2,2019,2019-02-08 00:00:00.000000,Fri,Weekday,1683,2024-10-30 08:51:59.000000,2024-10-30
Lift,8,2,2019,2019-02-08 00:00:00.000000,Fri,Weekday,428,2024-10-30 08:51:59.000000,2024-10-30
A1,9,2,2019,2019-02-09 00:00:00.000000,Sat,Weekend,781,2024-10-30 08:51:59.000000,2024-10-30
B1,9,2,2019,2019-02-09 00:00:00.000000,Sat,Weekend,949,2024-10-30 08:51:59.000000,2024-10-30
Bridge,9,2,2019,2019-02-09 00:00:00.000000,Sat,Weekend,2608,2024-10-30 08:51:59.000000,2024-10-30
Gate1,9,2,2019,2019-02-09 00:00:00.000000,Sat,Weekend,2425,2024-10-30 08:51:59.000000,2024-10-30
Gate2,9,2,2019,2019-02-09 00:00:00.000000,Sat,Weekend,1036,2024-10-30 08:51:59.000000,2024-10-30
Gate3,9,2,2019,2019-02-09 00:00:00.000000,Sat,Weekend,2326,2024-10-30 08:51:59.000000,2024-10-30
Lift,9,2,2019,2019-02-09 00:00:00.000000,Sat,Weekend,571,2024-10-30 08:51:59.000000,2024-10-30
A1,10,2,2019,2019-02-10 00:00:00.000000,Sun,Weekend,802,2024-10-30 08:51:59.000000,2024-10-30
B1,10,2,2019,2019-02-10 00:00:00.000000,Sun,Weekend,1017,2024-10-30 08:51:59.000000,2024-10-30
Bridge,10,2,2019,2019-02-10 00:00:00.000000,Sun,Weekend,2115,2024-10-30 08:51:59.000000,2024-10-30
Gate1,10,2,2019,2019-02-10 00:00:00.000000,Sun,Weekend,2646,2024-10-30 08:51:59.000000,2024-10-30
Gate2,10,2,2019,2019-02-10 00:00:00.000000,Sun,Weekend,1006,2024-10-30 08:51:59.000000,2024-10-30
Gate3,10,2,2019,2019-02-10 00:00:00.000000,Sun,Weekend,1907,2024-10-30 08:51:59.000000,2024-10-30
Lift,10,2,2019,2019-02-10 00:00:00.000000,Sun,Weekend,550,2024-10-30 08:51:59.000000,2024-10-30
A1,11,2,2019,2019-02-11 00:00:00.000000,Mon,Weekday,194,2024-10-30 08:51:59.000000,2024-10-30
B1,11,2,2019,2019-02-11 00:00:00.000000,Mon,Weekday,466,2024-10-30 08:51:59.000000,2024-10-30
Bridge,11,2,2019,2019-02-11 00:00:00.000000,Mon,Weekday,1452,2024-10-30 08:51:59.000000,2024-10-30
Gate1,11,2,2019,2019-02-11 00:00:00.000000,Mon,Weekday,625,2024-10-30 08:51:59.000000,2024-10-30
Gate2,11,2,2019,2019-02-11 00:00:00.000000,Mon,Weekday,432,2024-10-30 08:51:59.000000,2024-10-30
Gate3,11,2,2019,2019-02-11 00:00:00.000000,Mon,Weekday,1451,2024-10-30 08:51:59.000000,2024-10-30
Lift,11,2,2019,2019-02-11 00:00:00.000000,Mon,Weekday,364,2024-10-30 08:51:59.000000,2024-10-30
A1,12,2,2019,2019-02-12 00:00:00.000000,Tue,Weekday,258,2024-10-30 08:51:59.000000,2024-10-30
B1,12,2,2019,2019-02-12 00:00:00.000000,Tue,Weekday,521,2024-10-30 08:51:59.000000,2024-10-30
Bridge,12,2,2019,2019-02-12 00:00:00.000000,Tue,Weekday,1733,2024-10-30 08:51:59.000000,2024-10-30
Gate1,12,2,2019,2019-02-12 00:00:00.000000,Tue,Weekday,773,2024-10-30 08:51:59.000000,2024-10-30
Gate2,12,2,2019,2019-02-12 00:00:00.000000,Tue,Weekday,500,2024-10-30 08:51:59.000000,2024-10-30
Gate3,12,2,2019,2019-02-12 00:00:00.000000,Tue,Weekday,1621,2024-10-30 08:51:59.000000,2024-10-30
Lift,12,2,2019,2019-02-12 00:00:00.000000,Tue,Weekday,413,2024-10-30 08:51:59.000000,2024-10-30
A1,13,2,2019,2019-02-13 00:00:00.000000,Wed,Weekday,259,2024-10-30 08:51:59.000000,2024-10-30
